train_id,train_type,station,scheduled_arrival,actual_arrival,scheduled_departure,actual_departure,delay_minutes,platform_used,track_used,position_meters,timestamp
ME-016,MEMU,Velachery,2024-01-15 06:36:12,2024-01-15 06:45:30,2024-01-15 06:43:12,2024-01-15 06:52:30,9.3,6,Loop,74720.975901866,2024-01-15 06:45:30
ME-016,MEMU,Velachery,2024-01-15 06:50:42,2024-01-15 07:00:00,2024-01-15 06:55:42,2024-01-15 07:05:00,9.3,5,Loop,73975.30030231802,2024-01-15 07:00:00
ME-016,MEMU,Velachery,2024-01-15 06:51:12,2024-01-15 07:00:30,2024-01-15 06:56:12,2024-01-15 07:05:30,9.3,7,Loop,73215.05846851085,2024-01-15 07:00:30
ME-016,MEMU,Velachery,2024-01-15 07:05:42,2024-01-15 07:15:00,2024-01-15 07:15:42,2024-01-15 07:25:00,9.3,6,Loop,72462.63170905353,2024-01-15 07:15:00
ME-016,MEMU,Velachery,2024-01-15 07:06:12,2024-01-15 07:15:30,2024-01-15 07:14:12,2024-01-15 07:23:30,9.3,5,Loop,71713.05355617423,2024-01-15 07:15:30
ME-016,MEMU,Chennai Central(MGR),2024-01-15 07:20:42,2024-01-15 07:30:00,2024-01-15 07:27:42,2024-01-15 07:37:00,9.3,5,Loop,7135.570089591283,2024-01-15 07:30:00
ME-016,MEMU,Velachery,2024-01-15 07:21:12,2024-01-15 07:30:30,2024-01-15 07:31:12,2024-01-15 07:40:30,9.3,7,Loop,70227.3632010197,2024-01-15 07:30:30
ME-016,MEMU,Perambur,2024-01-15 07:35:42,2024-01-15 07:45:00,2024-01-15 07:40:42,2024-01-15 07:50:00,9.3,7,Loop,69478.75806897315,2024-01-15 07:45:00
ME-016,MEMU,Perambur,2024-01-15 07:36:12,2024-01-15 07:45:30,2024-01-15 07:41:12,2024-01-15 07:50:30,9.3,5,Loop,68743.98933618834,2024-01-15 07:45:30
ME-016,MEMU,Perambur,2024-01-15 07:46:03,2024-01-15 08:00:00,2024-01-15 07:51:03,2024-01-15 08:05:00,13.95,6,Loop,67996.00031245832,2024-01-15 08:00:00
ME-016,MEMU,Perambur,2024-01-15 07:46:33,2024-01-15 08:00:30,2024-01-15 07:55:33,2024-01-15 08:09:30,13.95,5,Loop,67237.03398610117,2024-01-15 08:00:30
ME-016,MEMU,Perambur,2024-01-15 08:01:03,2024-01-15 08:15:00,2024-01-15 08:09:03,2024-01-15 08:23:00,13.95,5,Loop,66479.01187596246,2024-01-15 08:15:00
ME-016,MEMU,Perambur,2024-01-15 08:01:33,2024-01-15 08:15:30,2024-01-15 08:09:33,2024-01-15 08:23:30,13.95,5,Loop,65711.04624786475,2024-01-15 08:15:30
ME-016,MEMU,Perambur,2024-01-15 08:16:03,2024-01-15 08:30:00,2024-01-15 08:21:03,2024-01-15 08:35:00,13.95,5,Loop,64932.57807033383,2024-01-15 08:30:00
ME-016,MEMU,Perambur,2024-01-15 08:16:33,2024-01-15 08:30:30,2024-01-15 08:26:33,2024-01-15 08:40:30,13.95,5,Loop,64142.0344101597,2024-01-15 08:30:30
ME-016,MEMU,Chennai Central(MGR),2024-01-15 08:31:03,2024-01-15 08:45:00,2024-01-15 08:37:03,2024-01-15 08:51:00,13.95,7,Loop,4655.153888868597,2024-01-15 08:45:00
ME-016,MEMU,Perambur,2024-01-15 08:31:33,2024-01-15 08:45:30,2024-01-15 08:38:33,2024-01-15 08:52:30,13.95,6,Loop,62584.33665398463,2024-01-15 08:45:30
ME-016,MEMU,Chennai Central(MGR),2024-01-15 08:46:03,2024-01-15 09:00:00,2024-01-15 08:51:03,2024-01-15 09:05:00,13.95,6,Loop,6386.869609732198,2024-01-15 09:00:00
ME-016,MEMU,Perambur,2024-01-15 08:46:33,2024-01-15 09:00:30,2024-01-15 08:51:33,2024-01-15 09:05:30,13.95,6,Loop,61050.12350354031,2024-01-15 09:00:30
ME-016,MEMU,Perambur,2024-01-15 09:01:03,2024-01-15 09:15:00,2024-01-15 09:10:03,2024-01-15 09:24:00,13.95,6,Loop,60284.45410453496,2024-01-15 09:15:00
ME-016,MEMU,Chennai Central(MGR),2024-01-15 09:01:33,2024-01-15 09:15:30,2024-01-15 09:06:33,2024-01-15 09:20:30,13.95,7,Loop,7494.321838258701,2024-01-15 09:15:30
ME-016,MEMU,Chennai Central(MGR),2024-01-15 09:16:03,2024-01-15 09:30:00,2024-01-15 09:22:03,2024-01-15 09:36:00,13.95,5,Loop,6191.525631112568,2024-01-15 09:30:00
ME-016,MEMU,Perambur,2024-01-15 09:16:33,2024-01-15 09:30:30,2024-01-15 09:25:33,2024-01-15 09:39:30,13.95,5,Loop,58047.37207950575,2024-01-15 09:30:30
ME-016,MEMU,Perambur,2024-01-15 09:31:03,2024-01-15 09:45:00,2024-01-15 09:36:03,2024-01-15 09:50:00,13.95,6,Loop,57308.195449724844,2024-01-15 09:45:00
ME-016,MEMU,Perambur,2024-01-15 09:31:33,2024-01-15 09:45:30,2024-01-15 09:38:33,2024-01-15 09:52:30,13.95,5,Loop,56582.11273401028,2024-01-15 09:45:30
ME-016,MEMU,Perambur,2024-01-15 09:50:42,2024-01-15 10:00:00,2024-01-15 09:55:42,2024-01-15 10:05:00,9.3,6,Loop,55863.01070330984,2024-01-15 10:00:00
ME-016,MEMU,Perambur,2024-01-15 09:51:12,2024-01-15 10:00:30,2024-01-15 09:59:12,2024-01-15 10:08:30,9.3,6,Loop,55129.965859803226,2024-01-15 10:00:30
ME-016,MEMU,Perambur,2024-01-15 10:05:42,2024-01-15 10:15:00,2024-01-15 10:12:42,2024-01-15 10:22:00,9.3,5,Loop,54403.81781654765,2024-01-15 10:15:00
ME-016,MEMU,Perambur,2024-01-15 10:06:12,2024-01-15 10:15:30,2024-01-15 10:11:12,2024-01-15 10:20:30,9.3,7,Loop,53693.27922915833,2024-01-15 10:15:30
ME-016,MEMU,Perambur,2024-01-15 10:20:42,2024-01-15 10:30:00,2024-01-15 10:25:42,2024-01-15 10:35:00,9.3,6,Loop,52973.22571121314,2024-01-15 10:30:00
ME-016,MEMU,Perambur,2024-01-15 10:21:12,2024-01-15 10:30:30,2024-01-15 10:29:12,2024-01-15 10:38:30,9.3,5,Loop,52266.193855439225,2024-01-15 10:30:30
ME-016,MEMU,Perambur,2024-01-15 10:35:42,2024-01-15 10:45:00,2024-01-15 10:42:42,2024-01-15 10:52:00,9.3,5,Loop,51550.276412838095,2024-01-15 10:45:00
ME-016,MEMU,Perambur,2024-01-15 10:36:12,2024-01-15 10:45:30,2024-01-15 10:42:12,2024-01-15 10:51:30,9.3,7,Loop,50837.22702947949,2024-01-15 10:45:30
ME-016,MEMU,Perambur,2024-01-15 10:50:42,2024-01-15 11:00:00,2024-01-15 10:55:42,2024-01-15 11:05:00,9.3,7,Loop,50139.72452045762,2024-01-15 11:00:00
ME-016,MEMU,Chennai Egmore,2024-01-15 10:51:12,2024-01-15 11:00:30,2024-01-15 10:58:12,2024-01-15 11:07:30,9.3,7,Loop,10077.956796629252,2024-01-15 11:00:30
ME-016,MEMU,Katpadi Junction,2024-01-15 11:05:42,2024-01-15 11:15:00,2024-01-15 11:13:42,2024-01-15 11:23:00,9.3,5,Loop,48715.84204074823,2024-01-15 11:15:00
ME-016,MEMU,Katpadi Junction,2024-01-15 11:06:12,2024-01-15 11:15:30,2024-01-15 11:16:12,2024-01-15 11:25:30,9.3,7,Loop,47998.2431147607,2024-01-15 11:15:30
ME-016,MEMU,Chennai Central(MGR),2024-01-15 11:20:42,2024-01-15 11:30:00,2024-01-15 11:29:42,2024-01-15 11:39:00,9.3,5,Loop,7677.74169354751,2024-01-15 11:30:00
ME-016,MEMU,Katpadi Junction,2024-01-15 11:21:12,2024-01-15 11:30:30,2024-01-15 11:28:12,2024-01-15 11:37:30,9.3,7,Loop,46530.75071395745,2024-01-15 11:30:30
ME-016,MEMU,Katpadi Junction,2024-01-15 11:35:42,2024-01-15 11:45:00,2024-01-15 11:44:42,2024-01-15 11:54:00,9.3,5,Loop,45808.20589535937,2024-01-15 11:45:00
ME-016,MEMU,Chennai Central(MGR),2024-01-15 11:33:42,2024-01-15 11:45:30,2024-01-15 11:38:42,2024-01-15 11:50:30,11.8,6,Loop,4220.585843039971,2024-01-15 11:45:30
ME-016,MEMU,Katpadi Junction,2024-01-15 11:48:12,2024-01-15 12:00:00,2024-01-15 11:58:12,2024-01-15 12:10:00,11.8,7,Loop,45080.83285599929,2024-01-15 12:00:00
ME-016,MEMU,Katpadi Junction,2024-01-15 11:48:42,2024-01-15 12:00:30,2024-01-15 11:53:42,2024-01-15 12:05:30,11.8,7,Loop,45080.83285599929,2024-01-15 12:00:30
ME-016,MEMU,Katpadi Junction,2024-01-15 12:03:12,2024-01-15 12:15:00,2024-01-15 12:09:12,2024-01-15 12:21:00,11.8,5,Loop,44346.86297945456,2024-01-15 12:15:00
ME-016,MEMU,Katpadi Junction,2024-01-15 12:03:42,2024-01-15 12:15:30,2024-01-15 12:13:42,2024-01-15 12:25:30,11.8,6,Loop,43625.13606382495,2024-01-15 12:15:30
ME-016,MEMU,Katpadi Junction,2024-01-15 12:18:12,2024-01-15 12:30:00,2024-01-15 12:25:12,2024-01-15 12:37:00,11.8,6,Loop,42918.50428534424,2024-01-15 12:30:00
ME-016,MEMU,Katpadi Junction,2024-01-15 12:18:42,2024-01-15 12:30:30,2024-01-15 12:25:42,2024-01-15 12:37:30,11.8,6,Loop,42198.89121944594,2024-01-15 12:30:30
ME-016,MEMU,Chennai Central(MGR),2024-01-15 12:33:12,2024-01-15 12:45:00,2024-01-15 12:39:12,2024-01-15 12:51:00,11.8,6,Loop,9781.706064467044,2024-01-15 12:45:00
ME-016,MEMU,Katpadi Junction,2024-01-15 12:33:42,2024-01-15 12:45:30,2024-01-15 12:41:42,2024-01-15 12:53:30,11.8,7,Loop,40749.97813410109,2024-01-15 12:45:30
ME-016,MEMU,Chennai Egmore,2024-01-15 12:48:12,2024-01-15 13:00:00,2024-01-15 12:56:12,2024-01-15 13:08:00,11.8,7,Loop,11250.492447470304,2024-01-15 13:00:00
ME-016,MEMU,Katpadi Junction,2024-01-15 12:48:42,2024-01-15 13:00:30,2024-01-15 12:55:42,2024-01-15 13:07:30,11.8,5,Loop,39317.53984451964,2024-01-15 13:00:30
ME-016,MEMU,Katpadi Junction,2024-01-15 13:03:12,2024-01-15 13:15:00,2024-01-15 13:09:12,2024-01-15 13:21:00,11.8,7,Loop,38585.99636253981,2024-01-15 13:15:00
ME-016,MEMU,Katpadi Junction,2024-01-15 13:03:42,2024-01-15 13:15:30,2024-01-15 13:11:42,2024-01-15 13:23:30,11.8,6,Loop,37852.89177689307,2024-01-15 13:15:30
ME-016,MEMU,Katpadi Junction,2024-01-15 13:18:12,2024-01-15 13:30:00,2024-01-15 13:28:12,2024-01-15 13:40:00,11.8,5,Loop,37111.17763527855,2024-01-15 13:30:00
ME-016,MEMU,Katpadi Junction,2024-01-15 13:18:42,2024-01-15 13:30:30,2024-01-15 13:25:42,2024-01-15 13:37:30,11.8,7,Loop,36358.63595850119,2024-01-15 13:30:30
ME-016,MEMU,Katpadi Junction,2024-01-15 13:33:12,2024-01-15 13:45:00,2024-01-15 13:40:12,2024-01-15 13:52:00,11.8,5,Loop,35611.980592032334,2024-01-15 13:45:00
ME-016,MEMU,Katpadi Junction,2024-01-15 13:33:42,2024-01-15 13:45:30,2024-01-15 13:39:42,2024-01-15 13:51:30,11.8,6,Loop,34872.90908945922,2024-01-15 13:45:30
ME-016,MEMU,Katpadi Junction,2024-01-15 13:48:12,2024-01-15 14:00:00,2024-01-15 13:54:12,2024-01-15 14:06:00,11.8,5,Loop,34124.67457992775,2024-01-15 14:00:00
ME-016,MEMU,Katpadi Junction,2024-01-15 13:48:42,2024-01-15 14:00:30,2024-01-15 13:58:42,2024-01-15 14:10:30,11.8,7,Loop,33360.19460311375,2024-01-15 14:00:30
ME-016,MEMU,Katpadi Junction,2024-01-15 14:03:12,2024-01-15 14:15:00,2024-01-15 14:08:12,2024-01-15 14:20:00,11.8,6,Loop,32602.82702772433,2024-01-15 14:15:00
ME-016,MEMU,Chennai Central(MGR),2024-01-15 14:03:42,2024-01-15 14:15:30,2024-01-15 14:10:42,2024-01-15 14:22:30,11.8,6,Loop,2946.949618199436,2024-01-15 14:15:30
ME-016,MEMU,Chennai Central(MGR),2024-01-15 14:18:12,2024-01-15 14:30:00,2024-01-15 14:26:12,2024-01-15 14:38:00,11.8,5,Loop,2506.355188466746,2024-01-15 14:30:00
ME-016,MEMU,Katpadi Junction,2024-01-15 14:18:42,2024-01-15 14:30:30,2024-01-15 14:23:42,2024-01-15 14:35:30,11.8,7,Loop,30330.64015985333,2024-01-15 14:30:30
ME-016,MEMU,Tambaram,2024-01-15 14:33:12,2024-01-15 14:45:00,2024-01-15 14:43:12,2024-01-15 14:55:00,11.8,5,Loop,29567.845363463523,2024-01-15 14:45:00
ME-016,MEMU,Tambaram,2024-01-15 14:33:42,2024-01-15 14:45:30,2024-01-15 14:38:42,2024-01-15 14:50:30,11.8,6,Loop,28813.847734919247,2024-01-15 14:45:30
ME-016,MEMU,Chennai Central(MGR),2024-01-15 14:48:12,2024-01-15 15:00:00,2024-01-15 14:57:12,2024-01-15 15:09:00,11.8,6,Loop,3847.532577886697,2024-01-15 15:00:00
ME-016,MEMU,Chennai Central(MGR),2024-01-15 14:48:42,2024-01-15 15:00:30,2024-01-15 14:58:42,2024-01-15 15:10:30,11.8,6,Loop,4323.700838438412,2024-01-15 15:00:30
ME-016,MEMU,Tambaram,2024-01-15 15:03:12,2024-01-15 15:15:00,2024-01-15 15:13:12,2024-01-15 15:25:00,11.8,7,Loop,26522.13757848123,2024-01-15 15:15:00
ME-016,MEMU,Tambaram,2024-01-15 15:00:54,2024-01-15 15:15:30,2024-01-15 15:06:54,2024-01-15 15:21:30,14.6,7,Loop,25767.46137924016,2024-01-15 15:15:30
ME-016,MEMU,Tambaram,2024-01-15 15:15:24,2024-01-15 15:30:00,2024-01-15 15:21:24,2024-01-15 15:36:00,14.6,6,Loop,25767.46137924016,2024-01-15 15:30:00
ME-016,MEMU,Tambaram,2024-01-15 15:15:54,2024-01-15 15:30:30,2024-01-15 15:24:54,2024-01-15 15:39:30,14.6,7,Loop,25023.39046080885,2024-01-15 15:30:30
ME-016,MEMU,Tambaram,2024-01-15 15:30:24,2024-01-15 15:45:00,2024-01-15 15:39:24,2024-01-15 15:54:00,14.6,6,Loop,24290.00858482661,2024-01-15 15:45:00
ME-016,MEMU,Tambaram,2024-01-15 15:30:54,2024-01-15 15:45:30,2024-01-15 15:35:54,2024-01-15 15:50:30,14.6,6,Loop,23570.69149650881,2024-01-15 15:45:30
ME-016,MEMU,Tambaram,2024-01-15 15:45:24,2024-01-15 16:00:00,2024-01-15 15:55:24,2024-01-15 16:10:00,14.6,5,Loop,22836.71269378867,2024-01-15 16:00:00
ME-016,MEMU,Tambaram,2024-01-15 15:45:54,2024-01-15 16:00:30,2024-01-15 15:54:54,2024-01-15 16:09:30,14.6,6,Loop,22116.51537838796,2024-01-15 16:00:30
ME-016,MEMU,Tambaram,2024-01-15 16:00:24,2024-01-15 16:15:00,2024-01-15 16:05:24,2024-01-15 16:20:00,14.6,5,Loop,21403.92209251814,2024-01-15 16:15:00
ME-016,MEMU,Tambaram,2024-01-15 16:00:54,2024-01-15 16:15:30,2024-01-15 16:10:54,2024-01-15 16:25:30,14.6,5,Loop,20704.740304849027,2024-01-15 16:15:30
ME-016,MEMU,Tambaram,2024-01-15 16:15:24,2024-01-15 16:30:00,2024-01-15 16:25:24,2024-01-15 16:40:00,14.6,7,Loop,20017.261571853844,2024-01-15 16:30:00
ME-016,MEMU,Chennai Egmore,2024-01-15 16:15:54,2024-01-15 16:30:30,2024-01-15 16:22:54,2024-01-15 16:37:30,14.6,7,Loop,19335.828100027884,2024-01-15 16:30:30
ME-016,MEMU,Chennai Egmore,2024-01-15 16:30:24,2024-01-15 16:45:00,2024-01-15 16:40:24,2024-01-15 16:55:00,14.6,5,Loop,18660.001618833277,2024-01-15 16:45:00
ME-016,MEMU,Chennai Egmore,2024-01-15 16:30:54,2024-01-15 16:45:30,2024-01-15 16:39:54,2024-01-15 16:54:30,14.6,5,Loop,17967.79422553895,2024-01-15 16:45:30
ME-016,MEMU,Chennai Central(MGR),2024-01-15 16:38:06,2024-01-15 17:00:00,2024-01-15 16:45:06,2024-01-15 17:07:00,21.9,5,Loop,3838.5598218824407,2024-01-15 17:00:00
ME-016,MEMU,Chennai Egmore,2024-01-15 16:38:36,2024-01-15 17:00:30,2024-01-15 16:44:36,2024-01-15 17:06:30,21.9,6,Loop,16594.864766793133,2024-01-15 17:00:30
ME-016,MEMU,Chennai Central(MGR),2024-01-15 16:53:06,2024-01-15 17:15:00,2024-01-15 17:01:06,2024-01-15 17:23:00,21.9,6,Loop,5508.945712466013,2024-01-15 17:15:00
ME-016,MEMU,Chennai Egmore,2024-01-15 16:53:36,2024-01-15 17:15:30,2024-01-15 17:00:36,2024-01-15 17:22:30,21.9,7,Loop,15183.58438546008,2024-01-15 17:15:30
ME-016,MEMU,Chennai Egmore,2024-01-15 17:08:06,2024-01-15 17:30:00,2024-01-15 17:17:06,2024-01-15 17:39:00,21.9,5,Loop,14475.722740752588,2024-01-15 17:30:00
ME-016,MEMU,Chennai Central(MGR),2024-01-15 17:08:36,2024-01-15 17:30:30,2024-01-15 17:13:36,2024-01-15 17:35:30,21.9,6,Loop,6987.34242909698,2024-01-15 17:30:30
ME-016,MEMU,Chennai Egmore,2024-01-15 17:23:06,2024-01-15 17:45:00,2024-01-15 17:33:06,2024-01-15 17:55:00,21.9,5,Loop,13041.105799681523,2024-01-15 17:45:00
ME-016,MEMU,Chennai Egmore,2024-01-15 17:23:36,2024-01-15 17:45:30,2024-01-15 17:33:36,2024-01-15 17:55:30,21.9,6,Loop,12315.267653003028,2024-01-15 17:45:30
EX-017,Express,Perambur,2024-01-15 06:00:00,2024-01-15 06:00:00,2024-01-15 06:09:00,2024-01-15 06:09:00,0.0,2,Loop,58460.777696211,2024-01-15 06:00:00
EX-017,Express,Perambur,2024-01-15 05:56:18,2024-01-15 06:00:30,2024-01-15 06:03:18,2024-01-15 06:07:30,4.2,4,Loop,59532.42910194521,2024-01-15 06:00:30
EX-017,Express,Perambur,2024-01-15 06:10:48,2024-01-15 06:15:00,2024-01-15 06:17:48,2024-01-15 06:22:00,4.2,4,Loop,59532.42910194521,2024-01-15 06:15:00
EX-017,Express,Perambur,2024-01-15 06:11:18,2024-01-15 06:15:30,2024-01-15 06:20:18,2024-01-15 06:24:30,4.2,4,Loop,60602.99770444149,2024-01-15 06:15:30
EX-017,Express,Perambur,2024-01-15 06:25:48,2024-01-15 06:30:00,2024-01-15 06:33:48,2024-01-15 06:38:00,4.2,3,Loop,61674.085477223154,2024-01-15 06:30:00
EX-017,Express,Perambur,2024-01-15 06:26:18,2024-01-15 06:30:30,2024-01-15 06:32:18,2024-01-15 06:36:30,4.2,3,Loop,62760.200331587606,2024-01-15 06:30:30
EX-017,Express,Perambur,2024-01-15 06:40:48,2024-01-15 06:45:00,2024-01-15 06:45:48,2024-01-15 06:50:00,4.2,4,Loop,63830.95699348736,2024-01-15 06:45:00
EX-017,Express,Chennai Egmore,2024-01-15 06:41:18,2024-01-15 06:45:30,2024-01-15 06:49:18,2024-01-15 06:53:30,4.2,1,Loop,13139.241210738885,2024-01-15 06:45:30
EX-017,Express,Perambur,2024-01-15 06:55:48,2024-01-15 07:00:00,2024-01-15 07:01:48,2024-01-15 07:06:00,4.2,4,Loop,65947.33196873644,2024-01-15 07:00:00
EX-017,Express,Perambur,2024-01-15 06:56:18,2024-01-15 07:00:30,2024-01-15 07:06:18,2024-01-15 07:10:30,4.2,1,Loop,67007.38008354662,2024-01-15 07:00:30
EX-017,Express,Perambur,2024-01-15 07:10:48,2024-01-15 07:15:00,2024-01-15 07:18:48,2024-01-15 07:23:00,4.2,4,Loop,68067.73294928345,2024-01-15 07:15:00
EX-017,Express,Chennai Egmore,2024-01-15 07:11:18,2024-01-15 07:15:30,2024-01-15 07:20:18,2024-01-15 07:24:30,4.2,2,Loop,16160.614421180417,2024-01-15 07:15:30
EX-017,Express,Chennai Egmore,2024-01-15 07:25:48,2024-01-15 07:30:00,2024-01-15 07:31:48,2024-01-15 07:36:00,4.2,4,Loop,16208.389347905611,2024-01-15 07:30:00
EX-017,Express,Velachery,2024-01-15 07:26:18,2024-01-15 07:30:30,2024-01-15 07:35:18,2024-01-15 07:39:30,4.2,4,Loop,71205.45065262295,2024-01-15 07:30:30
EX-017,Express,Velachery,2024-01-15 07:40:48,2024-01-15 07:45:00,2024-01-15 07:46:48,2024-01-15 07:51:00,4.2,4,Loop,72234.41798700223,2024-01-15 07:45:00
EX-017,Express,Velachery,2024-01-15 07:41:18,2024-01-15 07:45:30,2024-01-15 07:51:18,2024-01-15 07:55:30,4.2,3,Loop,73247.0861999659,2024-01-15 07:45:30
EX-017,Express,Velachery,2024-01-15 07:53:42,2024-01-15 08:00:00,2024-01-15 07:58:42,2024-01-15 08:05:00,6.300000000000001,2,Loop,74256.16384735332,2024-01-15 08:00:00
EX-017,Express,Velachery,2024-01-15 07:54:12,2024-01-15 08:00:30,2024-01-15 07:59:12,2024-01-15 08:05:30,6.300000000000001,2,Loop,75273.7316202775,2024-01-15 08:00:30
EX-017,Express,Velachery,2024-01-15 08:08:42,2024-01-15 08:15:00,2024-01-15 08:16:42,2024-01-15 08:23:00,6.300000000000001,1,Loop,76282.49423841253,2024-01-15 08:15:00
EX-017,Express,Velachery,2024-01-15 08:09:12,2024-01-15 08:15:30,2024-01-15 08:19:12,2024-01-15 08:25:30,6.300000000000001,4,Loop,77307.0484874779,2024-01-15 08:15:30
EX-017,Express,Velachery,2024-01-15 08:23:42,2024-01-15 08:30:00,2024-01-15 08:30:42,2024-01-15 08:37:00,6.300000000000001,3,Loop,78340.30986545238,2024-01-15 08:30:00
EX-017,Express,Velachery,2024-01-15 08:24:12,2024-01-15 08:30:30,2024-01-15 08:29:12,2024-01-15 08:35:30,6.300000000000001,3,Loop,79371.19588877921,2024-01-15 08:30:30
EX-017,Express,Velachery,2024-01-15 08:38:42,2024-01-15 08:45:00,2024-01-15 08:43:42,2024-01-15 08:50:00,6.300000000000001,4,Loop,80387.55388350815,2024-01-15 08:45:00
EX-017,Express,Velachery,2024-01-15 08:39:12,2024-01-15 08:45:30,2024-01-15 08:47:12,2024-01-15 08:53:30,6.300000000000001,3,Loop,81403.39011353557,2024-01-15 08:45:30
EX-017,Express,Velachery,2024-01-15 08:53:42,2024-01-15 09:00:00,2024-01-15 08:59:42,2024-01-15 09:06:00,6.300000000000001,3,Loop,82429.4805735361,2024-01-15 09:00:00
EX-017,Express,Velachery,2024-01-15 08:54:12,2024-01-15 09:00:30,2024-01-15 09:03:12,2024-01-15 09:09:30,6.300000000000001,1,Loop,83452.90694519976,2024-01-15 09:00:30
EX-017,Express,Velachery,2024-01-15 09:08:42,2024-01-15 09:15:00,2024-01-15 09:13:42,2024-01-15 09:20:00,6.300000000000001,4,Loop,84460.31102120627,2024-01-15 09:15:00
EX-017,Express,Velachery,2024-01-15 09:09:12,2024-01-15 09:15:30,2024-01-15 09:15:12,2024-01-15 09:21:30,6.300000000000001,2,Loop,85481.47915342708,2024-01-15 09:15:30
EX-017,Express,Velachery,2024-01-15 09:23:42,2024-01-15 09:30:00,2024-01-15 09:32:42,2024-01-15 09:39:00,6.300000000000001,1,Loop,86502.5850210647,2024-01-15 09:30:00
EX-017,Express,Velachery,2024-01-15 09:24:12,2024-01-15 09:30:30,2024-01-15 09:30:12,2024-01-15 09:36:30,6.300000000000001,1,Loop,87526.66599607034,2024-01-15 09:30:30
EX-017,Express,Velachery,2024-01-15 09:38:42,2024-01-15 09:45:00,2024-01-15 09:47:42,2024-01-15 09:54:00,6.300000000000001,3,Loop,88536.11999292627,2024-01-15 09:45:00
EX-017,Express,Velachery,2024-01-15 09:39:12,2024-01-15 09:45:30,2024-01-15 09:48:12,2024-01-15 09:54:30,6.300000000000001,3,Loop,89545.69561408108,2024-01-15 09:45:30
EX-017,Express,Sullurupeta,2024-01-15 09:55:48,2024-01-15 10:00:00,2024-01-15 10:02:48,2024-01-15 10:07:00,4.2,1,Loop,90540.93712760357,2024-01-15 10:00:00
EX-017,Express,Sullurupeta,2024-01-15 09:56:18,2024-01-15 10:00:30,2024-01-15 10:01:18,2024-01-15 10:05:30,4.2,4,Loop,91539.95345581265,2024-01-15 10:00:30
EX-017,Express,Chennai Central(MGR),2024-01-15 10:10:48,2024-01-15 10:15:00,2024-01-15 10:15:48,2024-01-15 10:20:00,4.2,3,Main,9912.47183175865,2024-01-15 10:15:00
EX-017,Express,Sullurupeta,2024-01-15 10:11:18,2024-01-15 10:15:30,2024-01-15 10:16:18,2024-01-15 10:20:30,4.2,4,Main,91003.43924901503,2024-01-15 10:15:30
EX-017,Express,Sullurupeta,2024-01-15 10:25:48,2024-01-15 10:30:00,2024-01-15 10:34:48,2024-01-15 10:39:00,4.2,3,Main,90016.39842308185,2024-01-15 10:30:00
EX-017,Express,Velachery,2024-01-15 10:26:18,2024-01-15 10:30:30,2024-01-15 10:32:18,2024-01-15 10:36:30,4.2,3,Main,89019.22281514895,2024-01-15 10:30:30
EX-017,Express,Velachery,2024-01-15 10:40:48,2024-01-15 10:45:00,2024-01-15 10:50:48,2024-01-15 10:55:00,4.2,4,Main,88018.44346404226,2024-01-15 10:45:00
EX-017,Express,Velachery,2024-01-15 10:41:18,2024-01-15 10:45:30,2024-01-15 10:47:18,2024-01-15 10:51:30,4.2,2,Main,87025.72286617296,2024-01-15 10:45:30
EX-017,Express,Velachery,2024-01-15 10:55:48,2024-01-15 11:00:00,2024-01-15 11:00:48,2024-01-15 11:05:00,4.2,2,Main,86040.62546665437,2024-01-15 11:00:00
EX-017,Express,Velachery,2024-01-15 10:56:18,2024-01-15 11:00:30,2024-01-15 11:01:18,2024-01-15 11:05:30,4.2,3,Main,85070.95508898253,2024-01-15 11:00:30
EX-017,Express,Velachery,2024-01-15 11:10:48,2024-01-15 11:15:00,2024-01-15 11:20:48,2024-01-15 11:25:00,4.2,1,Main,84103.85433185393,2024-01-15 11:15:00
EX-017,Express,Velachery,2024-01-15 11:11:18,2024-01-15 11:15:30,2024-01-15 11:18:18,2024-01-15 11:22:30,4.2,4,Main,83144.98228996633,2024-01-15 11:15:30
EX-017,Express,Velachery,2024-01-15 11:25:48,2024-01-15 11:30:00,2024-01-15 11:32:48,2024-01-15 11:37:00,4.2,2,Main,82171.63999160334,2024-01-15 11:30:00
EX-017,Express,Velachery,2024-01-15 11:26:18,2024-01-15 11:30:30,2024-01-15 11:31:18,2024-01-15 11:35:30,4.2,3,Main,81206.6080019491,2024-01-15 11:30:30
EX-017,Express,Velachery,2024-01-15 11:40:48,2024-01-15 11:45:00,2024-01-15 11:47:48,2024-01-15 11:52:00,4.2,1,Main,80230.32047889687,2024-01-15 11:45:00
EX-017,Express,Velachery,2024-01-15 11:41:18,2024-01-15 11:45:30,2024-01-15 11:47:18,2024-01-15 11:51:30,4.2,2,Main,79242.88193638656,2024-01-15 11:45:30
EX-017,Express,Velachery,2024-01-15 11:55:48,2024-01-15 12:00:00,2024-01-15 12:02:48,2024-01-15 12:07:00,4.2,2,Main,78259.54919446484,2024-01-15 12:00:00
EX-017,Express,Velachery,2024-01-15 11:56:18,2024-01-15 12:00:30,2024-01-15 12:06:18,2024-01-15 12:10:30,4.2,1,Main,77279.27772721757,2024-01-15 12:00:30
EX-017,Express,Velachery,2024-01-15 12:10:48,2024-01-15 12:15:00,2024-01-15 12:15:48,2024-01-15 12:20:00,4.2,4,Main,76285.28188700527,2024-01-15 12:15:00
